33,46.19203531776073
12,31.610377251469934
7,12.486427917023022
48,79.8610215244205
40,69.51447034932907
27,52.128161499741665
39,74.97697249424664
20,14.470101841659215
25,35.45634325401235
8,14.967811482064421
6,21.500884175255894
16,46.94079073157606
4,26.675579901499674
1,6.001572083672233
43,105.5077539523179
44,82.90347818248347
19,29.459042606982752
17,31.948417362341992
32,55.12214252369887
14,32.43863232745426
28,71.32779214358457
22,52.64436198859506
37,86.02379848784412
24,70.69754623987608
2,13.787379841057392
49,95.87259719786032
26,52.45758517301446
11,36.54273506962975
18,39.13067701650901
10,21.440435711608778
38,72.12673182592047
9,22.105985019383724
46,79.47204639950074
47,101.7749035583191
3,28.40893199201458
29,72.69358769900285
34,64.52087850673847
36,84.30290680727721
42,66.93729809374987
30,61.54947425696916
45,85.61925698388814
31,65.78162519602174
0,17.64052345967664
35,71.5634896910398
41,67.79982062821026
5,0.2272212012358903
21,48.53618595440361
13,27.216750164928285
15,33.33674327374267
23,38.57834979593558
